Name	Type 1	Type 2	HP	Atk	Def	Tankiness	Basic Atk	PW	Type	STAB?	Spd (ms)	NRG	Quick Dmg	Charge Atk	PW	Type	STAB?	NRG	Crit%	Spd (ms)	Charge Dmg	Quicks to Full	QuickTime (ms)	Full Cycle DPS	Quick Only DPS	Defensive DPS	DPS %	Duel Ability	Duel %	Def Ability	Def %	1.5x Def
Gloom	Grass	Poison	120	153	139	16680	Acid	10	Poison	1	1050	10	7	Moonblast	85	Fairy	0	100	5	4100	44	10	10500	7.81	6.67	3.11	45.22%	130271	17.63%	51954	19.40%	#REF!
Fearow	Normal	Flying	130	182	135	17550	Peck	10	Flying	1	1150	10	8	Aerial Ace	30	Flying	1	25	5	2900	23	3	3450	7.40	6.96	3.28	42.85%	129870	17.58%	57481	21.47%	#REF!
Lickitung	Normal		180	108	137	24660	Lick	5	Ghost	0	500	6	2	Stomp	30	Normal	1	25	5	2100	14	5	2500	5.22	4.00	1.45	30.23%	128725	17.43%	35653	13.32%	#REF!
Seaking	Water		160	175	154	24640	Peck	10	Flying	0	1150	10	6	Icy Wind	25	Ice	0	20	5	3800	15	2	2300	4.43	5.22	2.23	30.23%	128621	17.41%	54982	20.54%	#REF!
Slowpoke	Water	Psychic	180	109	109	19620	Water Gun	6	Water	1	500	7	3	Psyshock	40	Psychic	1	33	5	2700	19	5	2500	6.54	6.00	1.98	37.87%	128315	17.37%	38784	14.49%	#REF!
Nidorina	Poison		140	117	126	17640	Poison Sting	6	Poison	1	575	8	3	Sludge Bomb	55	Poison	1	50	5	2600	27	7	4025	7.25	5.22	2.12	41.98%	127890	17.31%	37424	13.98%	#REF!
Raticate	Normal		110	161	144	15840	Bite	6	Dark	0	500	7	4	Dig	70	Ground	0	33	5	5800	38	5	2500	6.99	8.00	2.86	46.32%	126720	17.15%	45257	16.90%	#REF!
Porygon	Normal		130	153	139	18070	Zen Headbutt	12	Psychic	0	1050	9	7	Signal Beam	45	Bug	0	33	5	3100	23	4	4200	6.99	6.67	2.95	40.47%	126309	17.10%	53270	19.90%	#REF!
Weepinbell	Grass	Poison	130	172	95	12350	Acid	10	Poison	1	1050	10	8	Sludge Bomb	55	Poison	1	50	5	2600	40	5	5250	10.19	7.62	4.03	59.00%	125847	17.04%	49773	18.59%	#REF!
Persian	Normal		130	150	139	18070	Feint Attack	12	Dark	0	1040	10	7	Power Gem	40	Rock	0	33	5	2900	21	4	4160	6.94	6.73	2.87	40.19%	125406	16.98%	51901	19.38%	#REF!
Haunter	Ghost	Poison	90	223	112	10080	Shadow Claw	11	Ghost	1	950	8	11	Shadow Ball	45	Ghost	1	33	5	3080	42	5	4750	12.39	11.58	4.89	71.74%	124891	16.91%	49307	18.42%	#REF!
Wartortle	Water		118	126	155	18290	Bite	6	Dark	0	500	7	3	Ice Beam	65	Ice	0	50	5	3650	28	8	4000	6.80	6.00	2.03	39.37%	124372	16.84%	37079	13.85%	#REF!
Porygon	Normal		130	153	139	18070	Zen Headbutt	12	Psychic	0	1050	9	7	Discharge	35	Electric	0	33	5	2500	18	4	4200	6.87	6.67	2.75	39.78%	124141	16.80%	49774	18.59%	#REF!
Nidorino	Poison		122	137	112	13664	Poison Sting	6	Poison	1	575	8	4	Sludge Bomb	55	Poison	1	50	5	2600	32	7	4025	9.06	6.96	2.65	52.46%	123796	16.76%	36236	13.53%	#REF!
Ponyta	Fire		100	170	132	13200	Tackle	12	Normal	0	1100	10	7	Fire Blast	100	Fire	1	100	5	4100	71	10	11000	9.34	6.36	3.80	54.08%	123288	16.69%	50167	18.74%	#REF!
Fearow	Normal	Flying	130	182	135	17550	Peck	10	Flying	1	1150	10	8	Twister	25	Dragon	0	20	5	2700	16	2	2300	6.40	6.96	2.91	40.30%	122148	16.54%	51055	19.07%	#REF!
Weepinbell	Grass	Poison	130	172	95	12350	Acid	10	Poison	1	1050	10	8	Power Whip	70	Grass	1	100	0	2800	51	10	10500	9.85	7.62	3.71	57.04%	121648	16.47%	45831	17.12%	#REF!
Persian	Normal		130	150	139	18070	Feint Attack	12	Dark	0	1040	10	7	Night Slash	30	Dark	0	25	25	2700	16	3	3120	6.36	6.73	2.68	38.97%	121611	16.46%	48378	18.07%	#REF!
Grimer	Poison		160	135	90	14400	Poison Jab	12	Poison	1	1050	10	7	Sludge Bomb	55	Poison	1	50	5	2600	31	5	5250	8.41	6.67	3.32	48.70%	121104	16.39%	47879	17.88%	#REF!
Porygon	Normal		130	153	139	18070	Zen Headbutt	12	Psychic	0	1050	9	7	Psybeam	40	Psychic	0	25	5	3800	21	3	3150	6.04	6.67	2.81	38.62%	120527	16.32%	50765	18.96%	#REF!
Dugtrio	Ground		70	167	147	10290	Mud Shot	6	Ground	1	550	7	5	Earthquake	100	Ground	1	100	5	4200	70	15	8250	11.65	9.09	3.26	67.46%	119879	16.23%	33567	12.54%	#REF!
Drowzee	Psychic		120	89	158	18960	Pound	7	Normal	0	540	7	3	Psychic	55	Psychic	1	50	5	2800	21	8	4320	6.32	5.56	1.79	36.60%	119827	16.22%	33965	12.69%	#REF!
Haunter	Ghost	Poison	90	223	112	10080	Lick	5	Ghost	1	500	6	5	Shadow Ball	45	Ghost	1	33	5	3080	42	6	3000	11.84	10.00	3.59	68.56%	119347	16.16%	36143	13.50%	#REF!
Weepinbell	Grass	Poison	130	172	95	12350	Razor Leaf	15	Grass	1	1450	12	11	Sludge Bomb	55	Poison	1	50	5	2600	40	5	7250	9.64	7.59	4.35	55.82%	119054	16.12%	53696	20.05%	#REF!
Slowpoke	Water	Psychic	180	109	109	19620	Confusion	15	Psychic	1	1510	14	7	Psychic	55	Psychic	1	50	5	2800	25	4	6040	6.00	4.64	2.81	34.74%	117720	15.94%	55194	20.61%	#REF!
Slowpoke	Water	Psychic	180	109	109	19620	Water Gun	6	Water	1	500	7	3	Water Pulse	35	Water	1	25	5	3300	16	4	2000	5.28	6.00	1.83	34.74%	117720	15.94%	35906	13.41%	#REF!
Charmeleon	Fire		116	158	129	14964	Ember	10	Fire	1	1050	10	7	Fire Punch	40	Fire	1	33	5	2800	27	4	4200	7.86	6.67	3.24	45.51%	117617	15.92%	48413	18.08%	#REF!
Raticate	Normal		110	161	144	15840	Quick Attack	10	Normal	1	1330	12	7	Hyper Fang	35	Normal	1	33	5	2100	24	3	3990	7.39	5.26	3.19	42.79%	117058	15.85%	50589	18.89%	#REF!
Charmeleon	Fire		116	158	129	14964	Ember	10	Fire	1	1050	10	7	Flame Burst	30	Fire	1	25	5	2100	20	3	3150	7.81	6.67	3.09	45.22%	116869	15.82%	46304	17.29%	#REF!
Weepinbell	Grass	Poison	130	172	95	12350	Razor Leaf	15	Grass	1	1450	12	11	Power Whip	70	Grass	1	100	0	2800	51	9	13050	9.46	7.59	4.18	54.78%	116831	15.82%	51674	19.30%	#REF!
Haunter	Ghost	Poison	90	223	112	10080	Shadow Claw	11	Ghost	1	950	8	11	Dark Pulse	45	Dark	0	33	5	3500	34	5	4750	10.79	11.58	4.40	67.05%	116726	15.80%	44302	16.55%	#REF!
Nidorino	Poison		122	137	112	13664	Poison Jab	12	Poison	1	1050	10	7	Sludge Bomb	55	Poison	1	50	5	2600	32	5	5250	8.54	6.67	3.38	49.45%	116691	15.80%	46120	17.23%	#REF!
Kadabra	Psychic		80	232	138	11040	Confusion	15	Psychic	1	1510	14	15	Shadow Ball	45	Ghost	0	33	5	3080	35	3	4530	10.51	9.93	5.12	60.86%	116030	15.71%	56579	21.13%	#REF!
Weepinbell	Grass	Poison	130	172	95	12350	Acid	10	Poison	1	1050	10	8	Seed Bomb	40	Grass	1	33	5	2400	29	4	4200	9.24	7.62	3.67	53.50%	114114	15.45%	45383	16.95%	#REF!
Poliwhirl	Water		130	130	130	16900	Bubble	25	Water	1	2300	25	14	Scald	55	Water	1	33	5	4000	30	2	4600	6.74	6.09	3.97	39.03%	113906	15.42%	67137	25.08%	#REF!
Weepinbell	Grass	Poison	130	172	95	12350	Razor Leaf	15	Grass	1	1450	12	11	Seed Bomb	40	Grass	1	33	5	2400	29	3	4350	9.19	7.59	4.20	53.21%	113497	15.36%	51912	19.39%	#REF!
Poliwhirl	Water		130	130	130	16900	Mud Shot	6	Ground	0	550	7	3	Scald	55	Water	1	33	5	4000	30	5	2750	6.67	5.45	2.40	38.62%	112723	15.26%	40560	15.15%	#REF!
Porygon	Normal		130	153	139	18070	Quick Attack	10	Normal	1	1330	12	7	Signal Beam	45	Bug	0	33	5	3100	23	3	3990	6.21	5.26	2.92	35.96%	112215	15.19%	52689	19.68%	#REF!
Grimer	Poison		160	135	90	14400	Acid	10	Poison	1	1050	10	6	Sludge Bomb	55	Poison	1	50	5	2600	31	5	5250	7.77	5.71	3.07	44.99%	111888	15.15%	44252	16.53%	#REF!
Kadabra	Psychic		80	232	138	11040	Confusion	15	Psychic	1	1510	14	15	Psybeam	40	Psychic	1	25	5	3800	39	2	3020	10.12	9.93	5.38	58.60%	111725	15.12%	59420	22.19%	#REF!
Kadabra	Psychic		80	232	138	11040	Confusion	15	Psychic	1	1510	14	15	Dazzling Gleam	55	Fairy	0	33	5	4200	43	3	4530	10.08	9.93	5.26	58.37%	111283	15.06%	58071	21.69%	#REF!
Clefairy	Fairy		140	107	116	16240	Pound	7	Normal	0	540	7	3	Moonblast	85	Fairy	1	100	5	4100	38	15	8100	6.80	5.56	1.88	39.37%	110432	14.95%	30496	11.39%	#REF!
Wartortle	Water		118	126	155	18290	Bite	6	Dark	0	500	7	3	Aqua Jet	25	Water	1	20	5	2350	14	3	1500	5.97	6.00	1.94	34.74%	109740	14.86%	35500	13.26%	#REF!
Dugtrio	Ground		70	167	147	10290	Mud Shot	6	Ground	1	550	7	5	Stone Edge	80	Rock	0	100	50	3100	45	15	8250	10.57	9.09	2.77	61.20%	108765	14.72%	28484	10.64%	#REF!
Porygon	Normal		130	153	139	18070	Quick Attack	10	Normal	1	1330	12	7	Discharge	35	Electric	0	33	5	2500	18	3	3990	6.01	5.26	2.69	34.80%	108601	14.70%	48636	18.17%	#REF!
Slowpoke	Water	Psychic	180	109	109	19620	Confusion	15	Psychic	1	1510	14	7	Psyshock	40	Psychic	1	33	5	2700	19	3	4530	5.53	4.64	2.63	32.02%	108499	14.69%	51530	19.25%	#REF!
Clefairy	Fairy		140	107	116	16240	Pound	7	Normal	0	540	7	3	Body Slam	40	Normal	0	50	5	1560	15	8	4320	6.63	5.56	1.63	38.39%	107671	14.58%	26523	9.91%	#REF!
Dugtrio	Ground		70	167	147	10290	Mud Slap	15	Ground	1	1350	12	11	Earthquake	100	Ground	1	100	5	4200	70	9	12150	10.34	8.15	4.65	59.87%	106399	14.40%	47841	17.87%	#REF!
Nidorina	Poison		140	117	126	17640	Bite	6	Dark	0	500	7	3	Dig	70	Ground	0	33	5	5800	28	5	2500	5.18	6.00	2.12	34.74%	105840	14.33%	37366	13.96%	#REF!
Nidorina	Poison		140	117	126	17640	Bite	6	Dark	0	500	7	3	Poison Fang	25	Poison	1	20	5	2400	13	3	1500	5.64	6.00	1.85	34.74%	105840	14.33%	32612	12.18%	#REF!
Drowzee	Psychic		120	89	158	18960	Pound	7	Normal	0	540	7	3	Psyshock	40	Psychic	1	33	5	2700	15	5	2700	5.56	5.56	1.72	32.19%	105418	14.27%	32690	12.21%	#REF!
Drowzee	Psychic		120	89	158	18960	Pound	7	Normal	0	540	7	3	Psybeam	40	Psychic	1	25	5	3800	15	4	2160	4.53	5.56	1.69	32.19%	105418	14.27%	32075	11.98%	#REF!
Sandshrew	Ground		100	126	145	14500	Mud Shot	6	Ground	1	550	7	4	Dig	70	Ground	1	33	5	5800	37	5	2750	6.67	7.27	2.77	42.10%	105415	14.27%	40219	15.02%	#REF!
Sandshrew	Ground		100	126	145	14500	Mud Shot	6	Ground	1	550	7	4	Rock Slide	50	Rock	0	33	5	3200	22	5	2750	7.06	7.27	2.34	42.10%	105415	14.27%	33928	12.67%	#REF!
Sandshrew	Ground		100	126	145	14500	Mud Shot	6	Ground	1	550	7	4	Rock Tomb	30	Rock	0	25	25	3400	13	4	2200	5.18	7.27	1.86	42.10%	105415	14.27%	26955	10.07%	#REF!
Seel	Water		130	85	128	16640	Water Gun	6	Water	1	500	7	3	Aqua Tail	45	Water	1	50	5	2350	16	8	4000	6.30	6.00	1.64	36.48%	104832	14.19%	27335	10.21%	#REF!
Poliwhirl	Water		130	130	130	16900	Bubble	25	Water	1	2300	25	14	Bubble Beam	30	Water	1	25	5	2900	17	1	2300	5.96	6.09	3.37	35.26%	102921	13.93%	56946	21.27%	#REF!
Poliwhirl	Water		130	130	130	16900	Bubble	25	Water	1	2300	25	14	Mud Bomb	30	Ground	0	25	5	2600	14	1	2300	5.71	6.09	3.15	35.26%	102921	13.93%	53169	19.86%	#REF!
Onix	Rock	Ground	70	85	288	20160	Rock Throw	12	Rock	1	1360	15	5	Stone Edge	80	Rock	1	100	50	3100	29	7	9520	5.07	3.68	2.24	29.36%	102211	13.84%	45082	16.84%	#REF!
Grimer	Poison		160	135	90	14400	Mud Slap	15	Ground	0	1350	12	7	Sludge Bomb	55	Poison	1	50	5	2600	31	5	6750	7.06	5.19	3.09	40.88%	101664	13.76%	44515	16.63%	#REF!
Exeggcute	Grass	Psychic	120	107	140	16800	Confusion	15	Psychic	1	1510	14	7	Psychic	55	Psychic	1	50	5	2800	25	4	6040	6.00	4.64	2.81	34.74%	100800	13.65%	47261	17.65%	#REF!
Haunter	Ghost	Poison	90	223	112	10080	Lick	5	Ghost	1	500	6	5	Dark Pulse	45	Dark	0	33	5	3500	34	6	3000	9.85	10.00	3.12	57.90%	100800	13.65%	31469	11.75%	#REF!
Ponyta	Fire		100	170	132	13200	Ember	10	Fire	1	1050	10	8	Flame Wheel	40	Fire	1	25	5	4600	29	3	3150	6.84	7.62	3.37	44.12%	100584	13.62%	44419	16.59%	#REF!
Ponyta	Fire		100	170	132	13200	Ember	10	Fire	1	1050	10	8	Flame Charge	25	Fire	1	20	5	3100	18	2	2100	6.54	7.62	3.04	44.12%	100584	13.62%	40071	14.97%	#REF!
Seel	Water		130	85	128	16640	Water Gun	6	Water	1	500	7	3	Aqua Jet	25	Water	1	20	5	2350	9	3	1500	4.68	6.00	1.52	34.74%	99840	13.52%	25276	9.44%	#REF!
Seel	Water		130	85	128	16640	Water Gun	6	Water	1	500	7	3	Icy Wind	25	Ice	0	20	5	3800	8	3	1500	3.21	6.00	1.28	34.74%	99840	13.52%	21269	7.94%	#REF!
Onix	Rock	Ground	70	85	288	20160	Tackle	12	Normal	0	1100	10	4	Stone Edge	80	Rock	1	100	50	3100	29	10	11000	4.89	3.64	1.91	28.31%	98582	13.35%	38533	14.39%	#REF!
Omanyte	Rock	Water	70	155	174	12180	Water Gun	6	Water	1	500	7	4	Ancient Power	35	Rock	1	25	5	3600	23	4	2000	6.96	8.00	2.50	46.32%	97440	13.19%	30450	11.37%	#REF!
Omanyte	Rock	Water	70	155	174	12180	Water Gun	6	Water	1	500	7	4	Rock Tomb	30	Rock	1	25	25	3400	20	4	2000	6.67	8.00	2.34	46.32%	97440	13.19%	28473	10.63%	#REF!
Omanyte	Rock	Water	70	155	174	12180	Water Gun	6	Water	1	500	7	4	Brine	25	Water	1	25	5	2400	17	4	2000	7.50	8.00	2.29	46.32%	97440	13.19%	27913	10.43%	#REF!
Porygon	Normal		130	153	139	18070	Quick Attack	10	Normal	1	1330	12	7	Psybeam	40	Psychic	0	25	5	3800	21	3	3990	5.39	5.26	2.66	31.21%	97397	13.18%	48065	17.95%	#REF!
Dugtrio	Ground		70	167	147	10290	Mud Slap	15	Ground	1	1350	12	11	Stone Edge	80	Rock	0	100	50	3100	45	9	12150	9.44	8.15	4.09	54.66%	97138	13.15%	42036	15.70%	#REF!
Drowzee	Psychic		120	89	158	18960	Confusion	15	Psychic	1	1510	14	6	Psychic	55	Psychic	1	50	5	2800	21	4	6040	5.09	3.97	2.39	29.47%	96506	13.06%	45287	16.91%	#REF!
Dugtrio	Ground		70	167	147	10290	Sucker Punch	7	Dark	0	700	9	4	Earthquake	100	Ground	1	100	5	4200	70	12	8400	9.37	5.71	3.06	54.26%	96417	13.05%	31456	11.75%	#REF!
Poliwhirl	Water		130	130	130	16900	Mud Shot	6	Ground	0	550	7	3	Bubble Beam	30	Water	1	25	5	2900	17	4	2200	5.69	5.45	1.92	32.95%	96161	13.02%	32457	12.12%	#REF!
Grimer	Poison		160	135	90	14400	Poison Jab	12	Poison	1	1050	10	7	Sludge	30	Poison	1	25	5	2600	17	3	3150	6.61	6.67	2.76	38.62%	96048	13.00%	39796	14.86%	#REF!
Grimer	Poison		160	135	90	14400	Poison Jab	12	Poison	1	1050	10	7	Mud Bomb	30	Ground	0	25	5	2600	14	3	3150	6.09	6.67	2.55	38.62%	96048	13.00%	36655	13.69%	#REF!
Raticate	Normal		110	161	144	15840	Quick Attack	10	Normal	1	1330	12	7	Dig	70	Ground	0	33	5	5800	38	3	3990	6.03	5.26	3.32	34.92%	95515	12.93%	52533	19.62%	#REF!
Clefairy	Fairy		140	107	116	16240	Zen Headbutt	12	Psychic	0	1050	9	5	Moonblast	85	Fairy	1	100	5	4100	38	12	12600	5.87	4.76	2.30	33.99%	95329	12.90%	37272	13.92%	#REF!
Nidorino	Poison		122	137	112	13664	Poison Sting	6	Poison	1	575	8	4	Dig	70	Ground	0	33	5	5800	32	5	2875	5.99	6.96	2.52	40.30%	95101	12.87%	34367	12.84%	#REF!
Nidorino	Poison		122	137	112	13664	Poison Sting	6	Poison	1	575	8	4	Horn Attack	25	Normal	0	25	5	2200	12	4	2300	6.22	6.96	1.93	40.30%	95101	12.87%	26386	9.85%	#REF!
Exeggcute	Grass	Psychic	120	107	140	16800	Confusion	15	Psychic	1	1510	14	7	Seed Bomb	40	Grass	1	33	5	2400	18	3	4530	5.63	4.64	2.61	32.60%	94584	12.80%	43885	16.39%	#REF!
Sandshrew	Ground		100	126	145	14500	Scratch	6	Normal	0	500	7	3	Rock Slide	50	Rock	0	33	5	3200	22	5	2500	6.49	6.00	2.09	37.58%	94105	12.74%	30311	11.32%	#REF!
Nidorina	Poison		140	117	126	17640	Poison Sting	6	Poison	1	575	8	3	Poison Fang	25	Poison	1	20	5	2400	13	3	1725	5.33	5.22	1.81	30.86%	94021	12.73%	32007	11.95%	#REF!
Dugtrio	Ground		70	167	147	10290	Mud Shot	6	Ground	1	550	7	5	Mud Bomb	30	Ground	1	25	5	2600	21	4	2200	8.54	9.09	2.77	52.63%	93536	12.66%	28506	10.65%	#REF!
Slowpoke	Water	Psychic	180	109	109	19620	Confusion	15	Psychic	1	1510	14	7	Water Pulse	35	Water	1	25	5	3300	16	2	3020	4.75	4.64	2.44	27.50%	93195	12.62%	47776	17.84%	#REF!
Clefairy	Fairy		140	107	116	16240	Zen Headbutt	12	Psychic	0	1050	9	5	Body Slam	40	Normal	0	50	5	1560	15	6	6300	5.73	4.76	2.06	33.18%	93055	12.60%	33431	12.49%	#REF!
Poliwhirl	Water		130	130	130	16900	Mud Shot	6	Ground	0	550	7	3	Mud Bomb	30	Ground	0	25	5	2600	14	4	2200	5.42	5.45	1.76	31.56%	92105	12.47%	29689	11.09%	#REF!
Nidorina	Poison		140	117	126	17640	Poison Sting	6	Poison	1	575	8	3	Dig	70	Ground	0	33	5	5800	28	5	2875	4.96	5.22	2.08	30.23%	92081	12.46%	36688	13.70%	#REF!
Onix	Rock	Ground	70	85	288	20160	Rock Throw	12	Rock	1	1360	15	5	Rock Slide	50	Rock	1	33	5	3200	18	3	4080	4.53	3.68	2.16	26.23%	91325	12.36%	43539	16.26%	#REF!
Nidorino	Poison		122	137	112	13664	Poison Jab	12	Poison	1	1050	10	7	Dig	70	Ground	0	33	5	5800	32	4	4200	6.00	6.67	3.00	38.62%	91139	12.34%	40992	15.31%	#REF!
Nidorino	Poison		122	137	112	13664	Poison Jab	12	Poison	1	1050	10	7	Horn Attack	25	Normal	0	25	5	2200	12	3	3150	6.17	6.67	2.47	38.62%	91139	12.34%	33776	12.62%	#REF!
Sandshrew	Ground		100	126	145	14500	Scratch	6	Normal	0	500	7	3	Dig	70	Ground	1	33	5	5800	37	5	2500	6.27	6.00	2.56	36.31%	90915	12.31%	37143	13.87%	#REF!
Pidgeotto	Normal	Flying	126	117	108	13608	Wing Attack	9	Flying	1	750	7	5	Aerial Ace	30	Flying	1	25	5	2900	15	4	3000	5.93	6.67	2.20	38.62%	90765	12.29%	29955	11.19%	#REF!
Pidgeotto	Normal	Flying	126	117	108	13608	Wing Attack	9	Flying	1	750	7	5	Air Cutter	30	Flying	1	25	25	3300	15	4	3000	5.56	6.67	2.15	38.62%	90765	12.29%	29220	10.91%	#REF!
Pidgeotto	Normal	Flying	126	117	108	13608	Wing Attack	9	Flying	1	750	7	5	Twister	25	Dragon	0	20	5	2700	10	3	2250	5.05	6.67	1.93	38.62%	90765	12.29%	26270	9.81%	#REF!
Eevee	Normal		110	104	121	13310	Tackle	12	Normal	1	1100	10	6	Body Slam	40	Normal	1	50	5	1560	18	5	5500	6.80	5.45	2.52	39.37%	90508	12.25%	33519	12.52%	#REF!
Clefairy	Fairy		140	107	116	16240	Pound	7	Normal	0	540	7	3	Disarming Voice	25	Fairy	1	20	5	3900	12	3	1620	3.80	5.56	1.55	32.19%	90294	12.22%	25225	9.42%	#REF!
Onix	Rock	Ground	70	85	288	20160	Tackle	12	Normal	0	1100	10	4	Rock Slide	50	Rock	1	33	5	3200	18	4	4400	4.47	3.64	1.93	25.88%	90115	12.20%	38945	14.55%	#REF!
Machop	Fighting		140	137	88	12320	Low Kick	5	Fighting	1	600	7	3	Cross Chop	60	Fighting	1	100	25	2000	35	15	9000	7.27	5.00	1.86	42.10%	89566	12.12%	22921	8.56%	#REF!
Geodude	Rock	Ground	80	132	163	13040	Tackle	12	Normal	0	1100	10	6	Rock Slide	50	Rock	1	33	5	3200	28	4	4400	6.84	5.45	2.95	39.61%	89194	12.07%	38527	14.39%	#REF!
Koffing	Poison		80	119	164	13120	Acid	10	Poison	1	1050	10	5	Sludge Bomb	55	Poison	1	50	5	2600	28	5	5250	6.75	4.76	2.67	39.09%	88560	11.99%	35031	13.08%	#REF!
Omanyte	Rock	Water	70	155	174	12180	Mud Shot	6	Ground	0	550	7	4	Ancient Power	35	Rock	1	25	5	3600	23	4	2200	6.72	7.27	2.47	42.10%	88549	11.99%	30065	11.23%	#REF!
Omanyte	Rock	Water	70	155	174	12180	Mud Shot	6	Ground	0	550	7	4	Rock Tomb	30	Rock	1	25	25	3400	20	4	2200	6.43	7.27	2.31	42.10%	88549	11.99%	28108	10.50%	#REF!
Omanyte	Rock	Water	70	155	174	12180	Mud Shot	6	Ground	0	550	7	4	Brine	25	Water	1	25	5	2400	17	4	2200	7.17	7.27	2.26	42.10%	88549	11.99%	27530	10.28%	#REF!
Machop	Fighting		140	137	88	12320	Low Kick	5	Fighting	1	600	7	3	Brick Break	30	Fighting	1	33	25	1600	18	5	3000	7.17	5.00	1.99	41.52%	88334	11.96%	24492	9.15%	#REF!
Geodude	Rock	Ground	80	132	163	13040	Rock Throw	12	Rock	1	1360	15	7	Rock Slide	50	Rock	1	33	5	3200	28	3	4080	6.73	5.15	3.21	38.97%	87759	11.88%	41817	15.62%	#REF!
Grimer	Poison		160	135	90	14400	Acid	10	Poison	1	1050	10	6	Sludge	30	Poison	1	25	5	2600	17	3	3150	6.09	5.71	2.55	35.26%	87696	11.87%	36655	13.69%	#REF!
Sandshrew	Ground		100	126	145	14500	Scratch	6	Normal	0	500	7	3	Rock Tomb	30	Rock	0	25	25	3400	13	4	2000	4.63	6.00	1.62	34.74%	87000	11.78%	23539	8.79%	#REF!
Machop	Fighting		140	137	88	12320	Karate Chop	6	Fighting	1	800	8	4	Cross Chop	60	Fighting	1	100	25	2000	35	13	10400	7.02	5.00	2.15	40.65%	86486	11.71%	26531	9.91%	#REF!
Drowzee	Psychic		120	89	158	18960	Confusion	15	Psychic	1	1510	14	6	Psyshock	40	Psychic	1	33	5	2700	15	3	4530	4.56	3.97	2.17	26.40%	86458	11.70%	41082	15.34%	#REF!
Psyduck	Water		100	122	96	9600	Water Gun	6	Water	1	500	7	4	Cross Chop	60	Fighting	0	100	25	2000	25	15	7500	8.95	8.00	2.05	51.82%	85920	11.63%	19663	7.34%	#REF!
Koffing	Poison		80	119	164	13120	Tackle	12	Normal	0	1100	10	5	Sludge Bomb	55	Poison	1	50	5	2600	28	5	5500	6.54	4.55	2.64	37.87%	85805	11.62%	34595	12.92%	#REF!
Growlithe	Fire		110	136	96	10560	Bite	6	Dark	0	500	7	3	Flamethrower	55	Fire	1	50	5	2900	32	8	4000	8.12	6.00	2.25	47.02%	85747	11.61%	23749	8.87%	#REF!
Farfetch'd	Normal	Flying	104	124	118	12272	Cut	12	Normal	1	1130	10	7	Leaf Blade	55	Grass	0	50	25	2800	23	5	5650	6.86	6.19	2.84	39.72%	84186	11.40%	34806	13.00%	#REF!
Ponyta	Fire		100	170	132	13200	Tackle	12	Normal	0	1100	10	7	Flame Wheel	40	Fire	1	25	5	4600	29	3	3300	6.33	6.36	3.14	36.83%	83952	11.36%	41509	15.50%	#REF!
Ponyta	Fire		100	170	132	13200	Tackle	12	Normal	0	1100	10	7	Flame Charge	25	Fire	1	20	5	3100	18	2	2200	6.04	6.36	2.83	36.83%	83952	11.36%	37381	13.96%	#REF!
Dugtrio	Ground		70	167	147	10290	Mud Slap	15	Ground	1	1350	12	11	Mud Bomb	30	Ground	1	25	5	2600	21	3	4050	8.12	8.15	3.69	47.19%	83864	11.35%	37929	14.17%	#REF!
Machop	Fighting		140	137	88	12320	Karate Chop	6	Fighting	1	800	8	4	Brick Break	30	Fighting	1	33	25	1600	18	5	4000	6.79	5.00	2.16	39.32%	83653	11.32%	26600	9.93%	#REF!
Dugtrio	Ground		70	167	147	10290	Sucker Punch	7	Dark	0	700	9	4	Stone Edge	80	Rock	0	100	50	3100	45	12	8400	8.09	5.71	2.48	46.84%	83246	11.27%	25519	9.53%	#REF!
Psyduck	Water		100	122	96	9600	Water Gun	6	Water	1	500	7	4	Aqua Tail	45	Water	1	50	5	2350	23	8	4000	8.66	8.00	2.26	50.14%	83136	11.25%	21684	8.10%	#REF!
Seel	Water		130	85	128	16640	Lick	5	Ghost	0	500	6	2	Aqua Tail	45	Water	1	50	5	2350	16	9	4500	4.96	4.00	1.27	28.72%	82534	11.17%	21071	7.87%	#REF!
Grimer	Poison		160	135	90	14400	Mud Slap	15	Ground	0	1350	12	7	Sludge	30	Poison	1	25	5	2600	17	3	4050	5.71	5.19	2.59	33.06%	82224	11.13%	37352	13.95%	#REF!
Grimer	Poison		160	135	90	14400	Acid	10	Poison	1	1050	10	6	Mud Bomb	30	Ground	0	25	5	2600	14	3	3150	5.57	5.71	2.33	33.06%	82224	11.13%	33513	12.52%	#REF!
Cubone	Ground		100	90	165	16500	Mud Slap	15	Ground	1	1350	12	6	Bone Club	25	Ground	1	25	5	1600	10	3	4050	4.96	4.44	2.05	28.72%	81840	11.08%	33846	12.64%	#REF!
Bulbasaur	Grass	Poison	90	118	118	10620	Vine Whip	7	Grass	1	650	7	4	Sludge Bomb	55	Poison	1	50	5	2600	28	8	5200	7.69	6.15	2.33	44.53%	81668	11.06%	24698	9.22%	#REF!
Venonat	Bug	Poison	120	100	102	12240	Bug Bite	5	Bug	1	450	7	3	Signal Beam	45	Bug	1	33	5	3100	19	5	2250	6.36	6.67	1.96	38.62%	81641	11.05%	23986	8.96%	#REF!
Venonat	Bug	Poison	120	100	102	12240	Bug Bite	5	Bug	1	450	7	3	Poison Fang	25	Poison	1	20	5	2400	11	3	1350	5.33	6.67	1.70	38.62%	81641	11.05%	20834	7.78%	#REF!
